longitude,latitude,collection_date,days
11.4922982406289,3.17100900642494,2005.643,0
4.36015953167757,11.9757809372646,2006.0435,146
14.1539528403801,8.50353373865888,2007.0655,520
12.7048466717716,3.25355985290054,2008.0795,890
13.053036516378,5.063333966812,2008.3215,978
11.5822373043671,15.3184931663842,2010.064,1615
15.8553806839194,3.34264029487293,2010.265,1688
11.6553410538424,17.4647013308668,2010.5505,1792
15.6811699833057,4.69021440100485,2010.621,1818
1.51726836953768,15.66202221116,2011.11,1997
12.8153228114484,5.21361699937213,2011.5545,2159
16.1600534392079,8.82405281536465,2011.655,2196
16.9771683578338,3.59750222214815,2011.7165,2218
1.03500697810963,11.1608312182364,2012.3495,2450
0.656565833815825,12.3970486605399,2012.687,2573
0.627969351426011,17.1457032941159,2012.6975,2577
6.22813007798124,12.425808598054,2012.864,2637
12.0803165444196,3.71598523788142,2013.1755,2751
14.7417126108017,3.75612570445095,2013.194,2758
0.613313591310363,16.8402139923353,2013.195,2758
16.5161012169977,3.97422991540914,2013.527,2880
-0.266305935346794,13.3550310147108,2013.6735,2933
6.46533270723826,8.3990493023643,2014.363,3185
9.23517358095144,17.0647630184207,2014.402,3199
15.1502128069865,3.08755818201036,2014.6255,3281
-0.103218906376758,14.1711773053672,2014.673,3298
-1.72276188448493,10.5135611581497,2014.687,3303
12.2656433698734,9.80381869356722,2014.6885,3304
0.137722734700032,11.8706838572792,2014.7005,3308
15.7599831677817,16.7232832771213,2014.723,3316
15.7809224871869,7.7148067920576,2014.801,3345
19.7815137818291,5.00945171299648,2014.848,3362
17.3276468288806,6.2357648528904,2015.2925,3524
19.6030449708975,7.82758984964959,2015.6015,3637
9.07684557488121,10.5979691278522,2015.692,3670
2.00814354606249,16.6182383643267,2015.696,3672
-3.67825335231,11.5423786762252,2015.705,3675
14.0633055928571,3.95142968505404,2015.7665,3698
15.7573069716807,6.8419750364472,2015.791,3707
-0.716379606933303,6.8444985574094,2015.8135,3715
-3.13676144738707,14.5906753931548,2015.9105,3750
-1.44213846701796,10.7124818869664,2015.9595,3768
-5.6302050842745,12.1543464606646,2016.077,3811
7.09834509318105,7.44724953554433,2016.4105,3933
-2.3080615928458,10.2000443387135,2016.518,3972
-5.44073814365114,14.3263967448234,2016.582,3995
-4.46334649244502,14.7433060522574,2016.6875,4034
-6.54922546973674,14.2047693411883,2016.695,4037
1.62697263710069,11.2101384675672,2016.744,4055
10.0682778563506,16.8686038410655,2016.935,4124
9.68434910434861,7.75790553076091,2017.159,4206
-1.80933339739483,12.8966310879671,2017.2,4221
10.7694388429453,5.71855842674316,2017.254,4241
19.938436363038,7.74522881196541,2017.2995,4258
18.4361405642003,10.1081316499965,2017.3715,4284
19.0037422830115,13.7552083818407,2017.4125,4299
2.74800323632061,10.2638983888955,2017.4635,4317
-2.58408780190373,15.6949035287717,2017.519,4338
14.2704023372155,4.25755131252902,2017.5915,4364
19.7384344698374,11.6005373825198,2017.659,4389
17.7167750178741,8.51279556897195,2017.683,4398
12.8750028202925,7.6406035509891,2017.709,4407
17.1334321381251,10.449611513015,2017.7955,4439
0.578151066320748,12.1681240120451,2017.8525,4460
16.3511105555952,7.33208873381021,2017.9,4477
16.9109559622932,11.392454000694,2017.958,4498
18.276599616934,11.2007990452342,2018.024,4522
13.7763394942137,4.73769845475241,2018.1015,4550
16.257532969339,11.2369197774269,2018.195,4585
1.55591566718244,18.7822437641933,2018.2515,4605
16.986855763858,8.04594793805193,2018.477,4688
-0.667737088406443,10.8528399774648,2018.4975,4695
14.7217862070786,20.9332099711692,2018.5365,4709
16.9409292884146,7.1204680071873,2018.776,4797
-5.72191014200373,11.7821247088903,2018.78,4798
19.8033377688649,9.05765595323765,2018.904,4844
14.3149362697396,4.07885994447913,2018.9245,4851
14.5468551526007,4.58438030747898,2018.9325,4854
12.8697695222714,7.51884103402969,2019.034,4891
8.33878398560543,18.2707755732941,2019.102,4916
9.08811598744203,5.30074598848773,2019.1275,4925
12.9635248248795,3.46243079684659,2019.1325,4927
9.71341502186422,19.4869885429632,2019.1755,4943
6.52036723777311,16.9419629774981,2019.196,4950
11.8769434701483,12.6152179703574,2019.2385,4966
-7.45765367819356,8.09898433579443,2019.273,4978
-5.18526891145188,16.8887069092728,2019.274,4979
12.148290905315,16.6034358194878,2019.309,4992
19.4728803487283,4.67625211870718,2019.3605,5010
17.4055674876578,9.83966715548267,2019.3675,5013
8.17406148050965,16.0824913312898,2019.3925,5022
-1.28598522405577,10.4884770109612,2019.4095,5028
16.2860044956521,7.86156818003105,2019.4295,5036
6.40009580223628,17.0981932251355,2019.442,5040
17.9109867084455,10.5601347190081,2019.494,5059
0.401483536743432,16.030454790523,2019.503,5062
-6.51051853427432,13.5552485717676,2019.5585,5083
16.0119551923993,5.79385795628073,2019.6495,5116
2.6210155010786,9.24333529401268,2019.657,5119
15.4751153161119,4.83495854926389,2019.681,5127
2.45912558786712,16.2079059319739,2019.7745,5162
-3.78119124969968,16.3186006577363,2019.7755,5162
5.97714436741135,8.90520949160572,2019.787,5166
13.7118257823196,8.14166628607219,2019.843,5187
18.7034295605291,11.672839640775,2019.855,5191
19.3645452782342,5.15859647823059,2019.884,5202
18.5276462784321,10.3465455287479,2019.922,5215
9.80032142665916,15.9718634973432,2019.9995,5244
-10.8490702212348,12.6502428736912,2020.035,5257
11.7684854113103,13.5424223665191,2020.0785,5273
14.8364051245241,3.0956540327814,2020.221,5325
12.8370342595437,8.76966239678033,2020.2215,5325
6.03297138905581,17.4554231559211,2020.231,5328
-0.697028868871352,16.8225421283672,2020.235,5330
17.8423414481041,6.7458988206738,2020.315,5359
8.68617589477614,16.3483129929119,2020.3815,5383
-2.42037798540152,11.6362751156793,2020.5165,5433
1.95215104892392,14.3801871534454,2020.56,5448
19.2092974733123,7.73413248494048,2020.633,5475
18.4864456532282,8.02813338541309,2020.6825,5493
-2.59210276928229,9.4348598083535,2020.684,5494
-2.86071764969256,20.849606294766,2020.685,5494
0.266447212778984,9.47759420107444,2020.701,5500
-9.04669353066808,13.8515954497711,2020.7835,5530
-0.0912781805240541,16.1497889352971,2020.797,5535
18.291612843675,3.52452486295709,2020.894,5570
14.7506434341752,3.72272618301803,2020.9,5573
11.8445461466481,5.65411540998951,2020.906,5575
-7.47495388251052,5.91978883436612,2020.912,5577
